Date,Close,Open,High,Low,Volume
20/11/1991,244.5,244.5,244.5,242.24,-
21/11/1991,246.31,246.26,246.31,244.5,-
22/11/1991,248.53,248.24,248.53,246.31,-
25/11/1991,250.85,250.84,250.85,248.53,-
26/11/1991,252.97,252.9,252.97,250.85,-
27/11/1991,255.45,255.27,255.45,252.97,-
28/11/1991,257.35,257.28,257.35,255.45,-
29/11/1991,259.6,259.68,259.85,257.35,-
02/12/1991,262.19,261.78,262.19,259.67,-
03/12/1991,264.81,264.64,264.81,262.19,-
04/12/1991,265.77,265.53,265.77,264.81,-
05/12/1991,266.66,266.48,266.66,265.77,-
06/12/1991,269.35,269.34,269.35,266.66,-
09/12/1991,270.27,270.27,270.27,269.35,-
10/12/1991,272.91,270.27,272.91,270.27,-
11/12/1991,273.71,273.53,273.71,272.91,-
12/12/1991,274.41,274.41,274.41,273.71,-
13/12/1991,277,276.81,277,274.41,-
16/12/1991,277.85,277.53,277.85,277,-
17/12/1991,278.68,278.67,278.68,277.85,-
18/12/1991,279.51,279.32,279.51,278.68,-
19/12/1991,280.17,279.98,280.17,279.51,-
20/12/1991,282.83,282.83,282.83,280.63,-
23/12/1991,285.65,285.65,285.65,282.83,-
24/12/1991,286.22,285.74,286.22,285.65,-
25/12/1991,287.15,287.09,287.15,286.22,-
26/12/1991,288.03,288.03,288.03,287.15,-
27/12/1991,290.85,290.65,290.85,288.03,-
30/12/1991,291.71,291.71,291.71,290.85,-
31/12/1991,292.75,292.48,292.75,291.71,-
02/01/1992,293.75,293.74,293.75,292.76,-
03/01/1992,296.52,296.24,296.52,293.75,-
06/01/1992,297.68,297.68,297.68,296.52,-
07/01/1992,298.77,298.54,298.77,297.68,-
08/01/1992,299.66,299.65,299.66,298.77,-
09/01/1992,300.62,300.61,300.62,299.66,-
10/01/1992,301.83,301.82,301.83,300.62,-
13/01/1992,303.06,302.83,303.06,302,-
14/01/1992,305.74,304.77,305.74,303.06,-
15/01/1992,306.63,306.62,306.63,305.74,-
16/01/1992,306.85,306.85,306.85,306.63,-
17/01/1992,307.38,307.37,307.38,306.85,-
20/01/1992,307.39,307.38,307.39,307.38,-
21/01/1992,307.87,307.87,307.87,307.39,-
22/01/1992,307.95,307.95,307.95,307.87,-
23/01/1992,308.53,308.53,308.53,307.95,-
24/01/1992,309.05,309.05,309.05,308.53,-
27/01/1992,311.61,311.6,311.61,309.05,-
28/01/1992,311.84,311.67,311.84,311.61,-
29/01/1992,312.42,312.41,312.58,311.84,-
30/01/1992,312.73,312.73,312.73,312.42,-
31/01/1992,313.24,313.24,313.24,312.73,-
03/02/1992,314.18,314.18,314.18,313.24,-
07/02/1992,314.72,314.72,314.72,314.18,-
10/02/1992,315.56,315.55,315.56,314.72,-
11/02/1992,316.43,316.12,316.43,315.56,-
12/02/1992,316.44,316.43,316.44,316.43,-
13/02/1992,317.04,317.24,317.57,317.06,-
14/02/1992,319.68,319.45,319.68,317.04,-
17/02/1992,319.77,319.77,319.77,319.68,-
18/02/1992,337.11,338.98,339.16,319.77,-
19/02/1992,342.41,340.5,342.41,337.11,-
20/02/1992,347.99,345.22,348.01,342.41,-
21/02/1992,359.59,358.91,359.93,347.99,-
24/02/1992,360.5,361.11,361.62,359.59,-
25/02/1992,360.37,359.66,361.29,357.07,-
26/02/1992,360.1,359.85,360.76,359.27,-
27/02/1992,362.45,361,363.03,360.1,-
28/02/1992,364.66,364.15,364.67,362.45,-
02/03/1992,365.39,365.15,365.39,364.66,-
03/03/1992,367,366.79,367.25,365.39,-
04/03/1992,368.32,367.56,368.28,366.95,-
05/03/1992,369.76,369.31,369.88,368.11,-
06/03/1992,371.76,370.79,371.76,369.76,-
09/03/1992,373.53,372.26,374.06,371.88,-
10/03/1992,375.23,374.48,375.23,373.53,-
11/03/1992,376.14,375.87,376.25,374.98,-
12/03/1992,376.92,377.55,377.57,376.14,-
13/03/1992,376.38,376.58,377.19,376.38,-
16/03/1992,377.05,377,377.42,376.38,-
17/03/1992,377.49,377.5,377.84,377.03,-
18/03/1992,377.66,377.94,378.32,377.49,-
19/03/1992,377.31,377.26,377.96,376.21,-
20/03/1992,377.99,377.91,378.03,377.31,-
23/03/1992,378.89,378.61,379.04,377.45,-
24/03/1992,378.69,378.53,379.5,378.05,-
25/03/1992,378.12,378.33,379.02,378.12,-
26/03/1992,379.13,379.29,379.34,377.64,-
27/03/1992,380.77,379.65,380.79,379.13,-
30/03/1992,381.44,381.54,381.56,380.76,-
31/03/1992,381.24,381.87,382.06,381.24,-
01/04/1992,381.01,381.55,381.85,381.01,-
02/04/1992,381.12,381.47,381.58,381.01,-
03/04/1992,381.33,381.44,381.57,381.12,-
06/04/1992,381.47,381.97,382.08,381.33,-
07/04/1992,381.93,381.95,382.1,381.47,-
08/04/1992,382.43,382.53,382.59,381.92,-
09/04/1992,381.65,381.93,382.88,381.65,-
10/04/1992,382.03,381.52,382.04,381.2,-
13/04/1992,391.11,387.27,392.28,382.03,-
14/04/1992,400.61,393.1,400.61,391.1,-
15/04/1992,406.72,400.35,406.72,398.23,-
16/04/1992,410.55,404.07,410.61,403.52,-
17/04/1992,414.42,408.56,414.42,406.19,-
20/04/1992,413.85,417.19,420.99,413.64,-
21/04/1992,410.06,417.99,421.55,402.89,-
22/04/1992,399.88,400.12,410.06,399.87,-
23/04/1992,407.25,407.13,408.86,394.6,-
24/04/1992,414.4,405.88,415.05,397.74,-
27/04/1992,424.58,422.45,424.92,413.47,-
28/04/1992,436.09,434.9,436.31,424.58,-
29/04/1992,444.16,445.25,446.12,436.09,-
30/04/1992,445.38,435.73,448.94,433.66,-
04/05/1992,453.62,454.86,456.24,445.38,-
05/05/1992,449.21,447.42,455.36,439.96,-
06/05/1992,449.96,449.78,454.08,446.39,-
07/05/1992,454.65,452.86,457.05,449.55,-
08/05/1992,468.11,461.05,468.42,454.65,-
11/05/1992,491.5,483.29,490.19,468.11,-
12/05/1992,506.53,502.8,506.68,491.5,-
13/05/1992,514.04,505.27,517.86,499.4,-
14/05/1992,523.36,514.48,523.5,511.91,-
15/05/1992,544.35,529.39,544.56,523.36,-
18/05/1992,571.82,560.09,571.85,544.35,-
19/05/1992,598.11,590.41,598.11,571.82,-
20/05/1992,616.99,617.28,623.88,598.11,-
21/05/1992,1266.49,1260.32,1334.98,604.01,-
22/05/1992,1339.99,1306.37,1349.71,1262.44,-
25/05/1992,1421.57,1411.98,1428.79,1339.99,-
26/05/1992,1301.35,1332.39,1429.01,1291.00,-
27/05/1992,1193.17,1250.56,1285.61,823.36,-
28/05/1992,1160.17,1123.04,1184.18,1114.94,-
29/05/1992,1234.71,1243.65,1253.37,1154.01,-
01/06/1992,1183.24,1175.69,1249.58,1129.28,-
02/06/1992,1141.02,1155.88,1184.28,1138.58,-
03/06/1992,1059.07,1075.90,1141.02,1033.47,-
04/06/1992,1104.46,1087.49,1118.93,1050.45,-
05/06/1992,1105.76,1125.01,1143.07,1099.91,-
08/06/1992,1093.46,1092.07,1121.41,1085.19,-
09/06/1992,1126.62,1116.92,1144.39,1079.65,-
10/06/1992,1187.02,1199.23,1206.51,1134.73,-
11/06/1992,1178.30,1179.28,1188.68,1172.09,-
12/06/1992,1171.71,1164.12,1178.30,1153.97,-
15/06/1992,1171.85,1174.41,1181.86,1152.69,-
16/06/1992,1166.70,1171.75,1135.61,1164.24,-
17/06/1992,1169.57,1171.29,1186.59,1166.26,-
18/06/1992,1168.43,1167.16,1172.86,1158.32,-
19/06/1992,1171.94,1169.97,1171.94,1161.80,-
22/06/1992,1169.90,1173.68,1180.21,1165.74,-
23/06/1992,1158.17,1162.83,1172.46,1154.62,-
24/06/1992,1151.06,1150.89,1158.17,1144.46,-
25/06/1992,1160.23,1153.48,1160.23,1148.02,-
26/06/1992,1164.67,1164.29,1207.82,1160.23,-
29/06/1992,1169.51,1168.89,1173.49,1156.68,-
30/06/1992,1191.19,1186.62,1193.16,1169.51,-
01/07/1992,1194.18,1199.54,1215.13,1182.05,-
02/07/1992,1187.48,1187.30,1198.66,1179.86,-
03/07/1992,1189.16,1189.09,1193.39,1183.96,-
06/07/1992,1201.01,1197.76,1215.24,1190.27,-
07/07/1992,1206.46,1201.01,1206.91,1195.81,-
08/07/1992,1185.50,1192.37,1211.27,1182.72,-
09/07/1992,1178.53,1172.44,1187.18,1168.78,-
10/07/1992,1188.62,1175.14,1192.98,1166.45,-
13/07/1992,1136.33,1156.83,1198.90,1131.21,-
14/07/1992,1114.05,1124.65,1139.96,1110.19,-
15/07/1992,1107.69,1107.18,1135.57,1100.16,-
16/07/1992,1124.64,1114.13,1214.83,1108.23,-
17/07/1992,1125.56,1121.49,1134.32,1116.14,-
20/07/1992,1098.82,1100.60,1126.96,1094.81,-
21/07/1992,1082.39,1087.61,1096.49,1079.75,-
22/07/1992,1035.66,1059.22,1081.81,1034.91,-
23/07/1992,1014.57,1020.07,1033.75,961.61,-
24/07/1992,1142.02,1165.89,1178.90,1014.08,-
27/07/1992,1149.33,1169.42,1178.81,1108.05,-
28/07/1992,1105.95,1126.88,1148.63,1102.02,-
29/07/1992,1087.12,1078.31,1108.06,1047.03,-
30/07/1992,1057.40,1067.45,1087.36,1043.79,-
31/07/1992,1052.07,1045.67,1052.07,1032.54,-
03/08/1992,1031.55,1034.70,1060.36,1026.83,-
04/08/1992,1035.63,1018.30,1036.33,1016.16,-
05/08/1992,1012.55,1015.76,1038.30,1011.66,-
06/08/1992,1002.17,988.38,1010.76,983.22,-
07/08/1992,1005.23,1003.22,1006.11,995.71,-
10/08/1992,964.09,992.73,1006.64,956.55,-
11/08/1992,863.41,926.81,961.61,797.6,-
12/08/1992,781.21,675,843.3,627.36,-
13/08/1992,850.94,797.17,890.06,745.62,-
14/08/1992,858.38,857.1,900.51,818.12,-
17/08/1992,939.46,898.66,940.76,858.38,-
18/08/1992,933.44,954.89,999.69,921.98,-
19/08/1992,939.51,920.66,951.16,888.23,-
20/08/1992,932.32,930.7,946.73,918.65,-
21/08/1992,916.25,916.99,938.37,912.89,-
24/08/1992,884.1,888.95,920.85,881.33,-
25/08/1992,849.57,868.1,887.49,848.05,-
26/08/1992,877.89,842.2,877.89,828.1,-
27/08/1992,863.77,874.75,880.02,861.64,-
28/08/1992,848.2,851.6,866.98,825.01,-
31/08/1992,823.27,833.5,848.4,823.02,-
01/09/1992,824.96,826.96,832.84,807.37,-
02/09/1992,787.67,803.83,826.68,783.96,-
03/09/1992,764.11,749.22,781.33,742.74,-
04/09/1992,753.58,759.54,776.18,749.46,-
07/09/1992,702.83,745.69,788.15,700.79,-
08/09/1992,640.12,653.36,702.83,595.42,-
09/09/1992,635.74,613.44,643.77,608.06,-
10/09/1992,692.78,643.21,695.18,622.01,-
11/09/1992,776.29,773.22,789.18,719.39,-
14/09/1992,734.98,762.82,793.36,714.93,-
15/09/1992,738.16,727.11,751.22,694.32,-
16/09/1992,769.04,762.29,776.68,738.16,-
17/09/1992,761.72,770.65,779.56,751.08,-
18/09/1992,754.4,715.89,761.72,715.89,-
21/09/1992,733.44,740.97,760.13,730.3,-
22/09/1992,722.7,730.71,736.9,716.23,-
23/09/1992,712.37,719.41,725.59,708.5,-
24/09/1992,730.57,720.51,735.49,709.63,-
25/09/1992,729.79,730.28,735.75,723.56,-
28/09/1992,724.7,724.45,729.79,721.19,-
29/09/1992,710.63,719.99,728.42,707.82,-
30/09/1992,702.32,703.63,710.63,698.91,-
05/10/1992,679.62,676.47,702.32,668.9,-
06/10/1992,674.24,682.92,692.62,664.27,-
07/10/1992,665.26,676.56,676.84,664.43,-
08/10/1992,643.69,648.96,671.67,640.22,-
09/10/1992,660.29,664.44,668.73,643.68,-
12/10/1992,690.57,687.45,713.77,661.99,-
13/10/1992,673.99,694.1,701.3,669.56,-
14/10/1992,663.75,661.07,673.94,648.84,-
15/10/1992,663.53,654.33,667,650.92,-
16/10/1992,664.75,664,668.57,661.2,-
19/10/1992,632.4,643.8,667.46,632.4,-
20/10/1992,616.29,634.43,663.65,604.5,-
21/10/1992,585.7,597.15,616.29,577.23,-
22/10/1992,539.8,557.03,584.91,535.79,-
23/10/1992,559.73,534.41,577.52,524.07,-
26/10/1992,506.94,539.5,561.5,504.81,-
27/10/1992,450.28,465.75,506.28,448.28,-
28/10/1992,463.21,466.73,470.98,447.93,-
29/10/1992,484.25,468.72,484.51,455.22,-
30/10/1992,507.25,494.66,507.25,484.45,-
02/11/1992,477.61,471.18,508.81,465.55,-
03/11/1992,479.81,481.34,487.07,465.6,-
04/11/1992,469.9,474.82,481.6,465.09,-
05/11/1992,462.63,460.96,470.89,457.03,-
06/11/1992,457.05,460.54,468.59,455.73,-
09/11/1992,428.61,439.81,459.04,424.68,-
10/11/1992,400.53,404.49,428.34,391.17,-
11/11/1992,410.16,402.79,410.16,388.32,-
12/11/1992,415.79,408.42,416.22,402.33,-
13/11/1992,414.09,418.49,421.67,413.3,-
16/11/1992,399.32,402.02,415.64,397.63,-
17/11/1992,393.52,390.09,399.08,386.85,-
18/11/1992,407.61,400.01,407.61,389.59,-
19/11/1992,398.95,409.61,412.23,395.16,-
20/11/1992,401.44,394.9,401.44,394.31,-
23/11/1992,410.39,404.05,410.57,401.82,-
24/11/1992,440.04,414.84,448.44,410.81,-
25/11/1992,571.63,485.16,571.63,441.54,-
26/11/1992,562.01,674.74,752.32,562.01,-
27/11/1992,637.67,593.68,682.4,490.54,-
30/11/1992,724.6,682.08,727.13,637.67,-
01/12/1992,716.74,718.99,749.89,713.85,-
02/12/1992,722.2,694.88,722.2,690.63,-
03/12/1992,808.2,760.65,826.06,739.03,-
04/12/1992,807.02,833.23,841.02,807.02,-
07/12/1992,793.25,765.87,803.12,757.34,-
08/12/1992,753.94,796.63,811.57,743.9,-
09/12/1992,676.45,737.94,752.89,661.66,-
10/12/1992,625.23,668.46,693.41,592.78,-
11/12/1992,722.28,639.72,735.62,628.91,-
14/12/1992,705.07,704.23,748.19,668.07,-
15/12/1992,682.24,697.86,713.9,682.24,-
16/12/1992,685.82,686.02,690.25,663.17,-
17/12/1992,707.82,693.41,707.82,685.65,-
18/12/1992,698.13,706.46,721.26,690.45,-
21/12/1992,731.68,698.31,731.68,697.7,-
22/12/1992,725.78,731.58,731.9,724.74,-
23/12/1992,732.05,729,736.27,721.44,-
24/12/1992,758.59,731.55,758.59,731.31,-
25/12/1992,764.28,776.3,781.36,761.89,-
28/12/1992,757.31,764.79,772.29,756.89,-
29/12/1992,768.91,762.4,769.61,754.54,-
30/12/1992,767.52,774.35,777.43,767.07,-
31/12/1992,780.39,773.89,784.03,765.41,-
04/01/1993,814.04,802.14,816.64,777.16,-
05/01/1993,858.72,851.02,859.19,817.21,-
06/01/1993,847.44,872.22,883.42,843.16,-
07/01/1993,868.97,856.5,868.97,849.53,-
08/01/1993,889.47,889.11,893.86,878.33,-
11/01/1993,977.42,944.14,977.42,901.47,-
12/01/1993,987.26,1016.14,1028.43,982.15,-
13/01/1993,1024.05,991.56,1024.05,973.3,-
14/01/1993,1086.43,1062.18,1088.60,1036.03,-
15/01/1993,1063.76,1088.47,1099.83,1054.46,-
18/01/1993,1055.32,1065.39,1078.03,1052.80,-
19/01/1993,991.83,1031.63,1064.08,991.83,-
20/01/1993,1043.31,1016.72,1050.11,984.74,-
21/01/1993,1074.26,1073.62,1077.82,1046.18,-
22/01/1993,1100.31,1095.61,1109.59,1073.64,-
27/01/1993,1162.44,1149.72,1162.44,1113.57,-
28/01/1993,1150.37,1166.78,1186.21,1146.90,-
29/01/1993,1198.48,1173.81,1198.48,1150.83,-
01/02/1993,1278.50,1250.16,1278.50,1222.18,-
02/02/1993,1310.58,1315.43,1325.24,1291.99,-
03/02/1993,1300.56,1283.26,1326.19,1265.70,-
04/02/1993,1371.58,1297.56,1371.58,1297.46,-
05/02/1993,1332.96,1373.95,1404.64,1325.85,-
08/02/1993,1393.17,1373.99,1393.34,1334.19,-
09/02/1993,1474.92,1473.89,1483.52,1426.48,-
10/02/1993,1454.46,1511.59,1528.51,1448.07,-
11/02/1993,1397.38,1473.25,1497.01,1364.67,-
12/02/1993,1458.76,1394.81,1458.76,1352.27,-
15/02/1993,1536.82,1526.10,1536.82,1499.10,-
16/02/1993,1513.48,1516.73,1558.95,1504.36,-
17/02/1993,1504.00,1522.13,1533.58,1502.88,-
18/02/1993,1508.22,1526.39,1538.61,1497.79,-
19/02/1993,1499.74,1471.56,1514.46,1441.07,-
22/02/1993,1456.29,1487.84,1527.13,1453.31,-
23/02/1993,1367.36,1412.68,1466.07,1346.15,-
24/02/1993,1264.96,1289.28,1346.48,1196.47,-
25/02/1993,1410.36,1357.55,1421.35,1261.76,-
26/02/1993,1339.88,1348.33,1444.05,1320.89,-
01/03/1993,1199.73,1328.22,1339.10,1199.73,-
02/03/1993,1245.11,1207.57,1285.17,1186.34,-
03/03/1993,1231.77,1263.74,1267.54,1220.03,-
04/03/1993,1159.13,1231.92,1244.65,1131.29,-
05/03/1993,1109.00,1116.41,1180.58,1026.18,-
08/03/1993,1209.65,1133.52,1325.49,1133.46,-
09/03/1993,1137.79,1160.13,1209.66,1129.81,-
10/03/1993,1188.97,1099.52,1190.33,1089.36,-
11/03/1993,1261.80,1219.47,1261.80,1196.25,-
12/03/1993,1236.37,1280.37,1286.07,1231.39,-
15/03/1993,1171.00,1226.48,1247.63,1177.75,-
16/03/1993,1222.55,1167.91,1222.55,1155.10,-
17/03/1993,1202.85,1238.80,1239.38,1193.59,-
18/03/1993,1184.48,1203.20,1206.59,1171.43,-
19/03/1993,1174.99,1188.37,1207.56,1171.63,-
22/03/1993,1036.92,1148.29,1179.05,1036.92,-
23/03/1993,971.25,1035.60,1035.63,958.42,-
24/03/1993,956.97,965.58,996.68,956.97,-
25/03/1993,945.42,963.53,965.96,913.74,-
26/03/1993,1039.76,969.24,1039.76,945.93,-
29/03/1993,970.4,990.92,1010.54,961.72,-
30/03/1993,958.05,973.08,992.11,958.05,-
31/03/1993,925.91,953.29,957.94,918.4,-
01/04/1993,947.23,921.59,949.77,915.59,-
02/04/1993,944.01,953.51,968.05,940.55,-
05/04/1993,947.87,945.58,947.9,924.49,-
06/04/1993,1059.62,949.81,1064.87,949.05,-
07/04/1993,1099.62,1108.64,1182.99,1076.45,-
08/04/1993,1238.00,1099.62,1237.07,1099.62,-
09/04/1993,1243.02,1322.07,1340.91,1236.46,-
12/04/1993,1203.54,1254.62,1276.41,1195.57,-
13/04/1993,1297.36,1183.70,1297.36,1180.88,-
14/04/1993,1272.39,1326.85,1339.93,1267.60,-
15/04/1993,1278.84,1265.30,1298.34,1255.94,-
16/04/1993,1214.75,1282.79,1287.08,1211.83,-
19/04/1993,1223.22,1203.85,1241.86,1185.76,-
20/04/1993,1235.52,1257.10,1257.10,1233.72,-
21/04/1993,1222.56,1234.71,1243.47,1220.09,-
22/04/1993,1267.35,1227.10,1267.35,1220.27,-
23/04/1993,1260.25,1288.51,1295.76,1255.87,-
26/04/1993,1345.61,1298.92,1345.73,1282.54,-
27/04/1993,1363.44,1379.43,1391.42,1360.83,-
28/04/1993,1372.50,1371.10,1382.83,1357.91,-
29/04/1993,1349.68,1377.04,1392.62,1348.38,-
30/04/1993,1358.78,1341.54,1363.11,1336.59,-
03/05/1993,1352.24,1379.71,1380.50,1349.74,-
04/05/1993,1241.16,1352.08,1365.92,1234.55,-
05/05/1993,1246.82,1232.65,1273.13,1204.06,-
06/05/1993,1162.92,1250.39,1250.39,1151.49,-
07/05/1993,1199.81,1194.26,1210.78,1159.16,-
10/05/1993,1128.29,1216.72,1221.98,1110.94,-
11/05/1993,1136.74,1124.85,1138.49,1107.66,-
12/05/1993,1140.05,1138.62,1160.42,1134.75,-
13/05/1993,1177.28,1140.21,1177.28,1140.21,-
14/05/1993,1167.47,1180.46,1201.44,1161.19,-
17/05/1993,1140.04,1162.07,1162.07,1097.61,-
18/05/1993,1130.26,1140.04,1148.34,1128.75,-
19/05/1993,1147.22,1129.10,1147.22,1127.43,-
20/05/1993,1165.40,1148.56,1175.20,1148.56,-
21/05/1993,1143.97,1177.30,1178.54,1133.20,-
24/05/1993,1026.13,1143.15,1143.15,1026.13,-
25/05/1993,997.95,1020.32,1020.32,965.29,-
26/05/1993,995.45,1003.89,1008.55,992.94,-
27/05/1993,963.61,1001.19,1001.63,942.21,-
28/05/1993,972.77,962.21,980.96,959.25,-
31/05/1993,935.48,975.05,980.03,930.64,-
01/06/1993,928.58,935.9,935.9,859.48,-
02/06/1993,1081.20,958.61,1081.20,904.32,-
03/06/1993,1018.29,1102.08,1177.91,961.32,-
04/06/1993,1004.30,1024.74,1031.03,981.89,-
07/06/1993,1064.98,1006.26,1068.84,982.03,-
08/06/1993,1074.58,1094.11,1101.69,1054.31,-
09/06/1993,1065.19,1071.33,1081.18,1053.32,-
10/06/1993,1044.44,1069.36,1070.06,1040.38,-
11/06/1993,1047.00,1043.94,1052.56,1024.20,-
14/06/1993,1000.43,1046.07,1046.07,990.16,-
15/06/1993,1001.61,998.7,1002.96,981.84,-
16/06/1993,1004.24,1004.40,1013.81,997.33,-
17/06/1993,998,998.21,1016.23,998,-
18/06/1993,1005.98,994.2,1007.25,989.21,-
21/06/1993,977.61,1003.98,1003.98,967.74,-
22/06/1993,981.13,972.1,987.07,971.63,-
23/06/1993,986.02,981.4,991.21,980.53,-
24/06/1993,980.17,985.62,993.8,974.17,-
25/06/1993,1006.64,979.93,1041.22,979.93,-
28/06/1993,1002.42,1006.63,1010.52,983.97,-
29/06/1993,1028.44,1008.23,1037.49,1002.61,-
30/06/1993,1007.05,1037.89,1043.05,1003.86,-
01/07/1993,997.53,1000.80,1009.89,980.05,-
02/07/1993,986.98,995.7,1002.87,986.98,-
05/07/1993,952.31,976.67,980.92,946.87,-
06/07/1993,897.64,938.42,938.42,895.69,-
07/07/1993,903.79,897.22,909.93,869.65,-
08/07/1993,896.16,904.46,909.11,895.62,-
09/07/1993,868.57,896.16,896.24,865.31,-
12/07/1993,845.52,855.5,855.5,828.55,-
13/07/1993,870.05,853.66,870.05,853.66,-
14/07/1993,836.39,870.05,870.05,833.08,-
15/07/1993,838.7,833.89,847.3,830.61,-
16/07/1993,846.87,841.62,849.66,839.28,-
19/07/1993,836.98,848.1,848.1,836.7,-
20/07/1993,808.2,834.08,836.85,803.34,-
21/07/1993,811.7,809.66,820.24,808.37,-
22/07/1993,815.53,812.1,815.53,804.1,-
23/07/1993,813.54,816.08,818.55,811.47,-
26/07/1993,787.81,810.07,810.07,787.8,-
27/07/1993,791.62,786.19,798.85,777.73,-
28/07/1993,798.33,792.88,818.06,791.23,-
29/07/1993,806.67,801.16,810.63,801.16,-
30/07/1993,881.07,810.09,901.12,810.09,-
02/08/1993,843.27,894.9,913.15,842.35,-
03/08/1993,832.72,842.29,853.35,830.67,-
